Rating,Title,Full Review,Information,Service Ratings
2.0 of 5 bubbles,Don’t book with Vietjet if you have multiple flights in a day,"We have booked multiple flights with vietjet air since we are traveling to multiple areas in Vietnam, so far EVERY SINGLE flight has been moved/delayed
and sometimes both. I’m writing a review now because I am annoyed since this is the longest delay so far. Originally our flight was supposed to be in the afternoon but we got notice multiple days before that it was pushed to 21:00. After checking in our luggage, my family tried to make the most of it by watching a movie at a nearby mall (Menas mall) and we left to go back to the airport around 20:00. We were waiting in the line to board when we got told that it was delayed to 22:10 which is ridiculous. After this we stood in the line to board and they made us wait for the bus for 10+ minutes. Even though we were one of the first people in the line somehow we ended up getting on the bus last because they made the people after us get on first. Also another lovely note, there were cockroaches on the bus and the driver almost crashed into another bus. We only arrived at our hotel around 1 am and we had to inconvenience the hotel staff by checking in late and making them pick us up late. On top of that our entire day was basically wasted because of traveling. Don’t book with this airline. You will spend hours waiting and it’s exhausting. I’ve been on multiple different flights this year and none were as unorganized and unpleasant as the ones with this airline. Obviously no issues with the actual flight attendants and the actual flight. It’s more the scheduling and how disruptive it is to a schedule",Date of travel: December 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Vietjet appalling service and baggage charge rip offs,Appalling customer service..overcharged for baggage even though had paid in advance..would not acceot usd only millions of Dong...so bad representation for a vietnam trying to join tourist world..never again,Date of travel: December 2024,
1.0 of 5 bubbles,Will never book with this airlines ever again,"We only used vietjet as a domestic airline to travel within Vietnam . It was horrendous . Flight scheduling changes numerous times and even at the last minute . They don’t compensate you by even providing you with a meal voucher for the inconvenience. Plus we were charged  extra for being 1 kg over for our luggage limit . Please don’t use , especially if traveling with children . Our last vietjet airlines was delayed from 4 pm to 22h 10 . Ridiculous- no words to explain how exhausting this is .",Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
3.0 of 5 bubbles,Budget airline with chaotic service,"The check in at SGN was quite chaotic with a random waiting line. Flight was ok, but nothing special. You get what you pay for.",Date of travel: November 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Worst airline the world could offer,"The worst airline ever! Never ever fly with them. Supposed to be flew out last night, then they changed to 10:50 am, then again at 14:30 pm. Furthermore, they didn’t proceed to change the transit flight in Vietnam for me, I had to pay extra and fly with another airline instead, then they change the flight time to 14:30 pm which will obviously effect my transit flight I just bought. Stupid airline, hope they get no customers and close down eventually 👎🏼👎🏼",Date of travel: December 2024,
1.0 of 5 bubbles,Never again,"What an airline. First time I used it, I said never again. But stupid me, I booked again
I wanted to check in. My flight no and name is correct. No dice.

Then I tried using my tel no and password. The glitchy system did not accecpt  keyboard input. No matter what I did could I log in.

Then I sent an email. They take for ever to answer if they ever answer.

Then i phoned support. Utterly useless. A lot of incomprehensible bla bal in Vietnamese. And in the end they hang up. 

Traveling internationally, you get zapped an extra 40% on drink and food. Such a greedy attitude that it stinks high heaven.

I booked via an international site. Entering my wife's name get contorted translated by the crummy computer system of this  airline. So I have to pay because VetjetAir's rotten computer system cannot get it right. 

Never again. Be aware. Don't use this airline if you can spend an extra buck or 3.",Date of travel: December 2024,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Scam artists,The worst airline. Don’t be fooled by their cheap tickets. They cancel flights multiple times and don’t notify you. They also don’t have a functioning call centre or ground staff. Vietjet is a scam and their aircraft are very old- they need to be shut down.,Date of travel: December 2024,
1.0 of 5 bubbles,Not worth the stress of missing connecting flights,"I have used Vietjet many times to various destinations. Flights are almost always delayed or canceled with poor customer service. I recommend choosing other airlines, even if they are more expensive.",Date of travel: December 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Worst ever,"Worst experience ever. Never book this airline. It may seem cheaper than others, but trust me, you will be treated terribly. The flights were not on time and were rescheduled multiple times. Both the flight attendants and airport staff were extremely rude to passengers. There were no charging ports, and the food was subpar. Think twice before booking with this airline—I wouldn’t recommend it, not even to my worst enemies.",Date of travel: December 2024,
1.0 of 5 bubbles,No notification of change of flight,Flight cancelled and rebooted 6 hours later with no notification. Had to argue with the check in desk for 30mins. Didn't follow their own compensation policy on their website.,Date of travel: December 2024,
1.0 of 5 bubbles,Vietjet  delay airlines,"This airline is a big mess. I had notified that plane is reschedule 6 hours before departure, in that 6 hours they had change time 4 times. In the end get on the plane 22 hours delay. Queuing 1.5 hours to check in. Ours are connecting flight, when we arrive in Vietnam for transit, we don't even know what gate our flight will be as that flight is no show up in monitor. 

When I asked vietjet crew that go t0 other destinations they just said follow monitor. I said there is none in the monitor and they just said check again.  I went check every monitor in the airport, and one kind lady in one of the store help me and she said the same it is not in monitor.

She called airport crew and they found it in just one monitor and gues what?? It delayed again from 8.50 am to 11.50 am.

While it looks like cheap, maybe need to calculate other costs that wasted because of this delay.",Date of travel: December 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Worst airline,I got canceled flight with any announcement. Are you guy serious? It’s most terrible airline. The should ban this airline. It is really untruthful and dishonest,Date of travel: November 2024,
1.0 of 5 bubbles,Zero Customer Service,"This airline is absolute trash. We had a flight scheduled to leave at 12:10, which was rescheduled to 23:00 (and left even later) with less than 24 hour’s notice. We called them several times to see if we could get an earlier flight, but they never picked up. When we showed up to the airport, they said they couldn’t do anything. We were not given any compensation for the disruption this caused and lost a day of traveling in Hanoi (they didn’t have HAN as an airport option above, hence I selected Heathrow). Please book your travels with another airline.",Date of travel: December 2024,
1.0 of 5 bubbles,DO NOT RECOMMEND,"I was denied to fly to Korea after the airline talked to Korean immigration. However, the process in which the airline communicated with me was disrespectful as if they were trying to get the process over with, instead of trying to help me. They failed to provide me of any official document regarding the follow-up from Korean immigration when they had to. All the staff were disrespectful and had an attitude towards client. I am not sure if this is because of discrimination (they tend to treat Vietnamese customer worse than foreign customers, this is very notorious of them). I do not recommend this airline at all. This is not my first time flying with them and every time there were issues that arised because they would try to find even the littlest error to charge me. And when they do, it is with an attitude.",Date of travel: December 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
4.0 of 5 bubbles,Surprisingly decent! (If you aren't in a rush),"Review for Ho Chi Minh to Hanoi
I booked my flight from Ho Chi Minh to Hanoi a few months in advance. I changed the day of one flight a day earlier to make a tour and it was handled smoothly through chat on the vietjet website with a small change fee because of my ticket type. A month before my flight, I recieved a notification that my original flight time of 6.30am was moved to 7.00am which was fine for me.

A week before my flight I went into my booking to add checked luggage and a seat which was easy. My original ticket only included hand luggage and I decided I needed more. Price of the 20kg luggage add on was priced under 9 USD and a seat cost me under $2 USD. A day before I used the online check in which took a couple minutes.

My flight was scheduled to leave Ho Chi Minh at 7.00am. I arrived at the airport at 5.15am in case of any long lines and I had my ticket and luggage dropped off by 5.20am with a tiny line. Many counters were open so it was quick. They weighed my luggage and nothing was overweight so no issues and my ticket name was fine. It took me under 10 minutes to pass through security and arrive at my gate. My full drink bottle was fine to take through too.

Several food options at the airport which are reasonably priced for a tourist but would be double a local restaurant. A bowl of pho is 130 to 150k for example. There is a banh mi shop, drink shop and some other small food places around. A small bottle of water was around 20 to 25k. Waiting seats were comfortable and easy to find one available throughout my hour waiting. We were all in one large hall with many vietjet gates going to all the domestic destinations.

My ticket mentioned boarding was at 6.30am. They called us to line up around 6.10am and we started to board the bus around 6.15am. They started early as it took at least a few buses to get all the passengers to the plane. The first bus I was on left was at 6.23am and I was on my seat at 6.30am. All passengers settled by 6.50am. 

Plane doors closed at 7am and safety explanations and a bit more waiting. Plane started to move at 7.15am and took off close to 7.30am. Seat was comfortable with a generous recline but the leg room space was limited.
The pilot made some time up in the air so we touched down at 9.12am only a couple minutes after the scheduled 9.10am. I reached the baggage belt at 9.25am.

Review for to Hanoi to Ho Chi Minh
Similar to above although after checking in, but I was notified that my flight was delayed by 2 hours so I had a lot of time at the airport. A basic beef pho cost be 89k and there were more expensive options over 100k. By the time the plane took off, we were around 3 hours behind schedule and landed 2.5 hours after the original schedule.

Overall decent flights if you aren't in a rush so I would recommend to allow a few hours buffer.",Date of travel: December 2024,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Do not use VietJet if you have urgent business. Allow yourself 1-2 days delayed.,"VietJet is the only option for direct flight from Brisbane to Ho Chi Minh city, in VietNam. They delayed the flight 3 times in a day, delayed approxed 20 hours. If you are planning to travel with VietJet, be prepared to be delayed 1-2 days. If you have something urgent, which required your presence in VietNam, it will be 100% safe to book with another airline, will cost you ""estimated longer travelling time"", but end up in VietNam before VietJet. They priorities profit above anything else, they usually combines 2-3 flights together to make it full. They probably will not care about this review, and I am writing for future travelers with VietJet.  I do hope in future, VietNam Airline will open direct flight on this route. Believe it or not, VietJet is not that cheap if you calculate all the extra things of leg room, luggage, meals and etc...that you can to pay.",Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Avoid This Terrible Airline!,"First, I couldn't check in online. It was always ""unavailable."" I tried to call a few of their numbers, but none of them worked.

When I got to the airport, they told me I was too old to have an exit-row seat. I'm 67 and in good health. This has never happened before, and I travel a lot. So I told them I'd expect a premium seat with extra legroom. They refused. The manager wouldn't help either.

When I got on the plane, I asked the flight attendant if the first row was full. She said, ""You can sit there."" The row was empty! Besides exit rows, it's the only row with extra legroom. So how is it that the manager couldn't see that on her computer?

I will never go on this crappy airline again!",Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
1.0 of 5 bubbles,I reviewed it so you wouldn’t waste your time and money,"IM NOT EVEN EXAGGERATING THIS IS THE WORST AIRLINE IVE EVER EXPERIENCED! 
Our flight was scheduled at 2.55pm on a wednesday afternoon. At 2.30pm they opened the gate but passengers who went into the aircraft had to evacuate due a technical issue. They said the flight would be delayed to 4.30pm. With every hour passed, the flight got pushed back another hour. At 7.30pm, mind you 5hours of waiting, they said the flight will not happen and instead of reimbursing you with compensation fee for another flight, they pay for a free hotel stay. The hotel stay was nice, but I seriously just want to fly out of the country as I have to meet someone on a tight schedule. Checked on their website that compensation fee was only a $100. How can i pay for a next day flight at $800 with the amount? We were told that our flight will be at 1pm the next day but this morning when I checked out, they said the flight is pushed back to 3.30pm instead AGAIN. How many more delays after delays do we need to endure again? Can’t they just send another plane immediately to resolve this issue? Or pay us our flight from another airline. This is seriously ridiculous and it’s not even about the monetary loss but the time and energy to wait and to only receive bad news. Seriously never ever booking a flight from viejetair again even if the timing and price is the best.",Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
1.0 of 5 bubbles,Worst airline,The worst airline… anyone can transit in any airport even without visa provided that there is no check in luggage and you will not go out the airport. Yet this airlines did not provide me a ticket. They dont even return back my money I used to purchased from them. Such a big scammer.,Date of travel: November 2024,
1.0 of 5 bubbles,Vietjet is not a reliable airline,This airline cancels flight at the last moment and does not pay any compensation as a result one has to lose money. If you are travelling to Vietnam on a holiday then I would suggest not to travel by this airline else your holiday may become a disaster.,Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}]"
1.0 of 5 bubbles,Horrible,"Extremely poor customer service. No one responds to calls, emails anything. Cancellled my trip on the last day and then rescheduled 2 days later. Had to book through another airline, missed my tours, my money was wasted on hotels for 2 days, no compensation of any sort, rescheduled my flight from Delhi,booked to another city in Vietnam. Never book through this stupid airline.",Date of travel: December 2024,
1.0 of 5 bubbles,Poor and unprofessional service,"My flight timing was pushed 3 times. Delayed. In HCM Airport I was made to pay a fee just because an abbreviation was not in the ticket. S/O means Son Of. In my 30 years of travelling, I have never put this abbreviation when I book my tickets. But I was made to pay a fee to include this. Service staff are very rude and not helpful. Very poor service and very unprofessional. I will never take this Airlines again. I will never recommend this Airlines to others. Truly very disappointed with their services.",Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Excessive delays,Flight was pushed 3 times. Would NOT recommend this airline to anyone. Waste of time and very unprofessional!!!!!!!!!!!!,Date of travel: December 2024,
1.0 of 5 bubbles,Please avoid the airline at all cost,"The airline service is worse than a roadway bus of india. No reply to calls, mails & online chatbot. Reschedule our ticket from 20th Dec to 26th Dec 24, 10 hours prior without any intimation. Refused to provide any compensation when at last able to reach them after hours. It is better to burn your money than booking vietjet flight.",Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Worst experience ever,"I will never fly with this airline again. I feel like I was scammed and I advise everyone to fly with other airlines for this route because this route is already expensive enough and saving a little bit is not worth wasting your health and probably won't have to receive a bad experience like me: 

1. The first bad impression is before lining up for security check, there was a staff standing with a scale and forcing you to throw away or buy checked baggage even though it is 1kg too much, they completely don't care about the customer's experience. (Note that due to the changing weather in Hanoi, many people from Saigon need to bring some heavier cold items). This staff also argued heavily with the customer. 2. I bought a ticket for flight VJ156, departing at 22:00 on the same day and quickly checked in online, received the boarding pass but a while later received via email another boarding pass for this same flight but departing at 0:15 next day (I could not believe it).  I called the operator to request a ticket change and was transferred to VJ162 departing at 22:00. At around 19:30 I received a message saying it was delayed until 23:20. Luckily my house is close to the airport. At 23:00 the screen showed the flight was delayed until 2:00 next morning, with absolutely no other instructions or explanations. I felt sorry for the passengers because I heard someone say he had been waiting here since 16:00 (I am writing this review while still waiting, not sure if there will be another delay or not), the waiting hall has all the air conditioning turned off, passengers are lying on the seats.",Date of travel: November 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Pathetic airlines,"Flight delayed by 4 hrs!! Pathetic flight n staff n customer support. The flight was delayed without any reason, justification and compensation. The ground staff is useless.",Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Worst flight experience you will have,"My worst ever flight experience. Terrible personnel, never on time, rude emoloyees and dirty plane. I’ve had several flights with this airline and never a pleasant or okay experience. Not even that much cheaper than the other options. Avoid!",Date of travel: December 2024,
1.0 of 5 bubbles,reused for mildy damp passport,"they didnt let me fly as some of the pages in my passport with no information on were a little wet could of esiey clean and dried and would of been fine condition for aa passport of its age all the inportant pages fwere comprtlry lrgible they didnt even try scanning it to see if it worked. complete over reaction and now im 2500 down and not seeing my unwell father for christmas i wish i got there two names and they were also laughing and gigling at another ,man who missed his flight completely no compassion for the human beings they are dealing with. disgusting",Date of travel: December 2024,
1.0 of 5 bubbles,Please fly with VietJet to ruin your holiday plan.,"The entire experience was deeply personal disappointing, marked by a negative energy that permeated every interaction I had with both the airlines and ground staff.

There was a complete lack of empathy, no apology for the inconvenience caused, and absolutely zero effort to demonstrate they listen. 

The staff held my friend and I as hostages by declining the check in process due to luggage allowances with inconsistent treatment.",Date of travel: November 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Truly THE worst,"Flying Vietjet was very very stressful. Yes, it’s cheap, but it’s not worth the stress. This flight was late every single day for the last 10 days based on data from Flight aware. 
My flight was delayed from 12:15 to beyond 14:00. If you factor in the long lines at HAN, the limited number of check-in counters and the long wait for my checked in bag in BKK, my 1 hour 50 minutes flight became a 8+ hours ordeal. 
The seats are very tight and they charge for everything. They also blast some annoying loud music during boarding and deplaning. 
Despite them being late, they were not accommodating to those who have a tight connection. 
A family asked if they could seat in the front couple of rows just for landing to speed up running to their connecting flight. They said no.
If you want a stressful experience and have zero control to this chronically late airline, go for it.
Otherwise the cheap fare is just not worth the ordeal. 
Never again !",Date of travel: November 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Trải nghiệm tồi tệ.,"Terrible services.
Delay or switch gate without any notice.
Treat customer like a beggar.
Never flight again.
Will ask HR team to never choose VJ for employee.",Date of travel: September 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,SCAM OF A COMPANY,WORST COMPANY IVE EVER FLOWN WITH! TERRIBLE WEBSITE THAT DOESNT SAY TO ADD YOUR MIDDLE NAME UNLESS YOU CLICK ON THE EXTRA INFO. THEY WILL THEN SEND YOU TO THREE DIFFERENT PLACES BEFORE CHARVING YOU TO CHANGE IT. THEY WILL MAKE YOU PAY MORE FOR SOMETHING ONCE YOU GET THERE.,Date of travel: December 2024,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,5 and a half hours late!,"Flight was booked to taked off at 17:00. Got delayed 3 times, finally they said we will fly at 20:55. By 22:30 we were not even on the plane yet. We arrived in Hanoi just after 01:00 (am!). No one from the airport or airline can speak English and no one can explain to us why we are delayed. Our second flight from Hanoi to Hoi An is now also delayed!",Date of travel: December 2024,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
