Rating,Title,Full Review,Information,Service Ratings
1.0 of 5 bubbles,Always late,"Always late. Avoid this company.

Didnt care when we asked to customer service. They just said ""its normal""",Date of travel: November 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Horrible,I was supposed to fly to dong hoi but my flight was canceled without any notice. Apparently it was canceled 3 weeks earlier and they never sent me any notification.  Contacted customer support by email and still have not heard back. I was able to get a hold of someone on Facebook and requested a refund. Was told to email them and have not heard back. Might change my review if someone actually replies.,Date of travel: December 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}]"
1.0 of 5 bubbles,Fraud Bamboo Airline - It’s a trap,"Same thong happened as most of the reviews are. 
This airline is lame, the customer support doesn’t even bother to reply. My flight was got cancelled by the airlines. And I am just writing mails and mails to get a single reply for my refund. I drop mails like every other day and there are like hundreds of them but the support didn’t care to even reply. The airlines should be banned before it captures money of people who might be booking in future.",Date of travel: December 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
1.0 of 5 bubbles,Strictly avoid,Booked Bamboo airways for my holiday to Phu Quoc. They canceled the flights last minute and despite 23 follow-ups with customer care refused to refund my money,Date of travel: November 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,"flights cancelled, no refund as of yet, impossible to contact the airways. ","Originally booked with Bamboo for a holiday trip because they were the only ones that offered direct MEL-->HANOI flights, were budget friendly and the reviews didn't seem like anything I couldn't handle. Booked directly through their website. 

3 months before departure, they changed our direct flight to have a stop over in ho chi minh. Annoying but we will live.  

2 months before departure (we had booked 6 months before the trip) they canceled the flights. 

We requested a refund (impossible to call, have had to do everything over email) and they have been so slack at replying. It's been almost 2 months since they cancelled the flights and have still not received money back or even any email confirmation that I will be receiving my money back (no communication with me for over a month). Additionally, they don't look like they are wanting to refund for my connecting flight from ho chi minh to hanoi, even though I didn't want nor book this flight in the first place. 

I have had to raise the issue with consumer affairs and potentially will have to raise with VCAT if things don't get sorted. 

I would NOT recommend booking with them. This has been such a mess. ",Date of travel: December 2022,
1.0 of 5 bubbles,Worst Airline in the Universe,"Avoid at all cost. It is better to cancel the plan than to travel with this airlines.
They had cancelled their flight at the last moment but they are not willing to refund the money. Even after chasing for two months I didn't even get a reply from them. Avoid it at all cost.",Date of travel: November 2023,
1.0 of 5 bubbles,Worst Airline Ever,"Avoid Bamboo at all cost if you don't want to wreck your travel plans. I have been flying all over the globe for 30 years and Bamboo is by far the worst. Why? They don't even try to fly!! For a trip to Vietnam I had booked the intercontinental (Frankfurt to Ho Chi Minh City) return flight as well as a one-way flight within Vietnam with Bamboo. Two months before the departure date Bamboo cancelled the Frankfurt to SGN flight citing ""commercial reasons"" and a week later also the return flight to Frankfurt, forcing me to rebook with another airline at a much higher cost. A few weeks later they also cancelled the internal flight without giving any reason. Again, extra cost and stress.
I guess their business model is treasury instead of transport, charging for flights they never plan to run.
PS their customer service is non-existent, with no options or support given after the cancellations.",Date of travel: November 2023,
1.0 of 5 bubbles,Airline cancels and holds back on refunds,"Like many people complaining, the airline has cancelled a flight and is holding back on the refund. Has not responded to email. I just called and the representative indicated that the email team will respond in the next day. We’ll see.",Date of travel: November 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}]"
1.0 of 5 bubbles,SHAMELEES COMPANY AND THIEF TO AVOID ABSOLUTELY,"Hi,

I don't advise this company to anyone.
They cancelled my flight way / return both for no reason
They don't answer to any mail or phonecall.
They arer just getting you in trouble and no way to see your fund back

SHAMELEES COMPANY AND THIEF TO AVOID ABSOLUTELY",Date of travel: November 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,SHAMELESS CRIMINAL AIRLINES,"Worst airline ever! Firstly canceled our flight from the 1st to the 4th. 

Then cancel me and my family flight home on the 25th with no returning flight home.

Said they would refund our ticket home within 15 - 20 days. Haven't received anything.

Left several emails and messages and haven't had one response or update to when I will get our refund back.

DO NOT USE THIS AIRLINE EVER! Shameless Criminal Airline.",Date of travel: October 2023,
1.0 of 5 bubbles,Scam airlines,"This is just scam airlines. They take bookings, and then  sometimes cancel it or reschedule it. They giver no option to change the flight even after rescheduling, their helpline is useless. Better pay extra and book some other airlines. ",Date of travel: November 2023,
3.0 of 5 bubbles,Flight cancelled. Yet to recieve refund. Nightmare chasing refund. ,"I booked a Sydney to Ho Chi Minh return. The flight back to Sydney was cancelled out right. I emaildled twice to get refund ... no response. I ohined their helpline 8 times and call was never connected through. The calls cut out. When leaving Sydney (flight out of Sydney not cancelled) I went to Bamboo Airways desk to arrange for refund if return flight. They said they did not process refunds but recommended that I find the Bamboo Airways ticketing desk in Ho Chi Minh airport where a refund would be given. I found the Bamboo Airways desk at Ho Chi Minh and even though I could give them all documentation, emails and the mastercard for refund they refused to refund the ticket saying it wasnt their Policy to refund at that desk and I had to wait for response via email. Its been about a month now and this response has not yet come. I see via Bamboos Facebook page that they are niw wanting people to fill in a form for a refund. 

It shouldnt be this hard to get a refund for a cancelled flight. 

The flight that did run from Sydney to Ho Chi Minh was actually good. It ran on time and there was a good food and beverage service. Seats were comfortable. The plane was half empty. 

Unfortunately the cancellation of services and inability to secure refund (to date) has meant that even though the flight I did take was good, I wouldnt fly with Bamboo Airways again.

",Date of travel: October 2023,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Avoid this airline! ,"They cancelled my flight and send only email. No refund, no alternative servise proposed. I wrote że er email asking to get refund with no response for 2 weeks. I have talk with stuff in office in Hanoi, Ho Chi Minh and Da Nang airport, but they Just took a photo of my mail and said they will ask Service Center to replay... Nothing happened so far. ",Date of travel: November 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Bamboo Airlines Cancelled Flights,"Bamboo Airlines cancelled our business class booking the day before departure via email that went to junk folder.
Have tried phoning and emailing many times.  Phone rings off, emails not answered.
Bamboo airlines gave no explanation or refund to date.  We had to book alternative flights at additional expense. ",Date of travel: October 2023,
1.0 of 5 bubbles,Still waiting for refund after cancellation ,"They cancelled our flights without any explanation, any alternative and no refund. I wrote them and try to contact them through several channels and still no response and no refund ",Date of travel: October 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}]"
1.0 of 5 bubbles,Bamboo Airlines,"We are booked flight from Can Tho to Pau Quock with Bamboo Airlines
Bamboo send email with cancelation notice .Tried to contact they customer service (hours without any reponse).Emailed to customer service --only automatic noreply returns from them.
NEVER AGAIN BAMBOO 
This airlines is a joke 
No customer service 
",Date of travel: November 2023,
1.0 of 5 bubbles,Very bad experience. Never going to book again.,"We had our trip planned around the flight, they preponed our flights by 6 hours, from 9 pm to 3:30 pm.
We had it really bad, we weren't available in hanoi at that time, and we had to cancel it. No refund was provided to us. It was completely appalling. We had to book another more expensive flight.
will never go in this airways ever.",Date of travel: November 2023,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Avoid at all cost!,"Can Tho - Phu Quoc, in December
Bamboo Airlines, cancelled our flight today (02.11.23) via email, with no explanation or mention of a refund, or even an alternative flight time/date, we were just advised to contact an email address - 19001166@bambooairways.com 
I already had reservations about booking flight tickets with them, but decided to take the plunge, in hindsight, I wish I'd have gone with my intuition/what other reviewers had warned me about. Thank god, it was only an internal flight, so didn't lose out on £££'s like some other unfortunate travelers.",Date of travel: November 2023,
1.0 of 5 bubbles,Awful company ,Had our return flight home from Hanoi to Gatwick cancelled during our trip. Bamboo airlines contacted us through email to let us know our flight was cancelled. No alternative flight was offered home. We were just left to find an alternative way home at our cost. The communication from this company is absolutely appalling. The call centre never answers and emails sometimes get a reply. I would avoid this company at all cost. ,Date of travel: October 2023,
1.0 of 5 bubbles,"Be wary, they cancel","Very poor service, we booked paid and arranged our itinerary around the flight. Hotels booked etc, one month later they just cancel it. ",Date of travel: November 2023,
1.0 of 5 bubbles,Unreliable carrier.,"Do not trust this airline for flights planning. Cancellations are abrupt and frequent, unless you like last minutes costly rebooking with other airlines to accommodate your scheduled plans. Avoid.",Date of travel: October 2023,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Change flight schedule without providing accommodation for overnight connecting flight. ,Bamboo airways changed our flight schedule. Our connecting flight wait time change from 3 hours to 12 hours.  We have to stay overnight at the airport. We wasted our hotel booked in Da Nang. We requested Bamboo airways to provided accommodation and they refused. We had similar experience with China Eastern airlines. They changed our flight schedule and we have to stay extra night. The airlines compensated our hotel expenses. Do not fly with Bamboo airways. You will regret. ,Date of travel: October 2023,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Stay away! They are going bankrupt ,"They cancelled my flights and still have t refunded me back. I messaged them so many times, but no reply. Stay away from this airline, it seems that they are going bankrupt. ",Date of travel: October 2023,
1.0 of 5 bubbles,"Bought a return ticket, they canceled my return and no refund.","I had booked my flight 5 months in advance. 7 days before I was to fly, Bamboo sent me a text message saying my return flight had been cancelled. Call our number we will help you. So I called and I was put on hold. Every 4 minutes on hold, they automatically hang up, and you must call back again. They charge you per minute for the phone call. I have called more than 70 times now, trying to get help. I have tried all platforms to get a reply, but nothing, from anyone. I even drove to the airport to ask Bamboo, but they said because I used THEIR website, THEY couldn't help me!?!? It has been 23 days since they cancelled my return flight. In that time, no one contacted me to set up another flight, no one has contacted me to apologize, and no money has been refunded for my canceled flight.",Date of travel: October 2023,
4.0 of 5 bubbles,EXPERIENCE FLYING WITH BAMBOO AIRWAYS.,"FIRST TIME FLY WITH BAMBOO, I WAS QUITE SUPRISE, THE SERVICE WAS EXCELENT, FLIGHT ATTENDANTS WERE VERY HELPFUL AND FRIENDLY, PLENTY OF FOOD AND A LOT OF ON BOARD ENTERTAIMENT, I AM VERY SAD THAT THEY STOP SYDNEY DESTINATION, I HOPE THEY WILL COME BACK ONE DAY.",Date of travel: September 2023,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Horrible experience!!! ,"They cancelled my flight 10 days before my trip and I had to book a new one-way flight with another airline, which was even more expensive because of the closeness to the departure date. It's impossible to contact them by phone, email, zalo, twitter or facebook. It's been 20 days already and there hasn't been any reply whatsoever about a refund. When at the airport, I asked the manager of Bamboo how I could get my money back. They said they were unable to help me because I had booked my tickets through THEIR website. Unbelievable!",Date of travel: October 2023,
1.0 of 5 bubbles,"Awful company, avoid at all costs","Bamboo Airlines cancelled our flight two weeks before departure from the UK to Vietnam. We were contacted with a blank email stating the flight had been cancelled (see attached photo). The number we received was invalid as well as the contact number found on their website, we sent numerous emails, of which we still have had no response. Managed to find a GB number to call, I will say the gentleman was lovely, however, he gave me an email address for the refund team, only for the email to be bounced back as an invalid address. We have now had to pay for an alternative last-minute flight costing over a thousand pounds for a backpacking trip which will now have to be cut short, as well as missing out on non-refundable accommodation and excursions that were booked during our first week stay. ",Date of travel: October 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}]"
4.0 of 5 bubbles,Good airline,"Very new plane , the cabin was in excellent condition and the flight was on time. The onboard staff was friendly and helpful.",Date of travel: October 2023,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Bad experience,"Service 👎, i was called for help to change schedule by 19001166 but they didn't pick my phone
I went to the airport for help but they sent me a small paper like number 19001166 and gmail, so when I sent mail for help, they sent me back by automatic reply, it's for useless 
So, I was lost $250 for ticket and plus $150 to by new flights, for rating ⭐️",Date of travel: October 2023,"[{'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
5.0 of 5 bubbles,Bamboo Air | super Airlines ,"Vietnam Bamboo Airways - Oct 19th FLT QH1314 9:25AM from HCM city to Cam Rảnh Nha Trang. 
We had an opportunity to experience impeccable service and attentive assistance from a Stewardess, Miss Chi.  She represents Bamboo Air in a warm/kind/professional service which we haven’t seen from any other Airlines worldwide.  This type of service definitely marks the next level of air travel. 

Thank you Miss Chi. We hope to see you and Bamboo Air again in the near future.",Date of travel: October 2023,
5.0 of 5 bubbles,More then impressed,"I was sceptical and pretty scared after I booked flights with bamboo as everyone I had spoken to had never heard of them. I also tried to do research to see other peoples opinion but their wasn't a whole lot out there. I was more then impressed on the service, seats, entertainment and food provided. We flew from London to Melbourne with a stop over in Hanoi with no issues at all. Staff were amazing and went above and beyond. I will definitely book with them again! ",Date of travel: September 2023,"[{'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Bamboo Airways? Minus  Nil.  A Total Disgrace,"I'm due to fly Business Class 1st November 2023 and despite being told weeks ago that all flights between UK  and Vietnam have been cancelled and notwithstanding several attepts to get my £2,300.00 refunded,  I've thus far totally failed. I'm fuming. There appears to be sod all I can do about the vexed situation and I'm in despair. I fear I'm never going to get my money back. Mr CEO: youre a disgrace to yourself, your airline AND TO VIETNAM. SHAME ON YOU!",Date of travel: October 2023,
5.0 of 5 bubbles,Pleased with the service ,"I flew a round trip from London to Hanoi and I was a bit nervous as it was my first long haul trip and none of my friends had really heard of this airline, to be honest it was the cheapest direct flight so that's why I booked it with Bamboo.  Service was decent, beers were plentiful and food on flight was tasty,  they were brining out noodles in between meals that smelt amazing but I didn't try as was too full already haha . Very friendly staff.  On way home plane was half empty so I got a row to myself and managed to get around 6 hrs sleep which is unheard of for me! The inflight entertainment was quite fine for me I watched a few movies I hadn't seen yet but compared to other airlines the choices probably aren't as good.  Only problem I found was on international flights for bamboo you cannot do a check in online so have to queue up at the airport even if you aren't checking in a bag which I hope they sort in the future.  Baggage allowance is decent ",Date of travel: October 2023,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '5.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,"Honestly, do not involve yourself with this company","The airline cancelled the flight, and we have been unable to get in touch regarding a refund. No response at all to our booking agent or to us directly.  Numerous methods of communication.   I had to book another last-minute flight to get home and are out of pocket tens of thousands of dollars.   Seriously avoid this company.",Date of travel: October 2023,"[{'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Terrible service - avoid,"Booked a two week, return flight, from UK to Vietnam. Bamboo changed the return flight twice; the last change was done the day we drove to the airport ahead of our early morning flight. They ‘pulled’ our flight and bumped us to another date we couldn’t make. The new date made our trip  17/18 days long, which meant finding new accommodation and having extra food/drink costs. We also couldn’t make the new date due to work (I’m a Dr). But you can’t cancel the flight online; in fact you can’t do anything online. An hour before leaving the house I had to try calling their call centre in Vietnam. It took 6 goes to get through without being cut off. I asked for a cancellation and refund on the return element of the ticket (to book with another airline) but they insisted they wanted to put us on another flight of theirs rather than refund us. I was worried about the phone being cut off again, and I felt we were put on the spot, so we reluctantly agreed to take an earlier flight home meaning it cut 4 days off our trip. This also meant we had to rebook our internal travel (change hotels and rebook internal flights). Iv been told that because they changed our return flight before 14 days I can’t claim my additional costs or costs incurred with things I couldn’t use. I discovered afterward that if I’d have taken the later flight they’d have covered my additional costs but not for the earlier flight! So I lost 4 days of my holiday and booked things we couldn’t do, because we had to be back at a specific time.  Aside from this, you can’t even book your meal online so I had no veggie food. Ridiculous in this day and age! Hanoi airport was utter chaos, and the Bomboo desk took forever to check us in (as you can’t check in on line either!). There were other issues such as closed loos, no toilet paper, and hardly any drinks. I could go on but .... just avoid  avoid avoid. ",Date of travel: September 2023,"[{'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
1.0 of 5 bubbles,Would not trust this service.,"I am currently in the lengthy process of waiting for an answer for my refund trip. It was cancelled and changed multiple times going to Ha Noi around the time I was going with offers to change eventually being cancelled at least 3 times leading up to the flight date. I requested a refund after it was offered ane I ended up going with Vietnam Airlines who were able to give me a stable experience.

Regarding the refund, I am still waiting 2 months with responses changing and being unclear and never mentioning a date. Extremely upset and says a lot about the trust in the service. ",Date of travel: August 2023,
2.0 of 5 bubbles,"Just as bad as vietjet, don't have any expectations ","This was a horrible experience. They kept delaying the flight and didn't communicate with passengers at all. No one gave us an update at all the entire time. It was an hour late and said sorry when we got on the plane and that was it. To be honest, it is just as bad as vietjet and the other airlines. It was supposed to be better and on time. If you are booking flights from Vietnam to go to domestic and international destinations, just book the cheapest and hope for the best because they are all the same. Bangkok is notoriously terrible to get through customs with long lines and so I needed this flight to be on time, now I will get there during rush hour and won't get to downtown Bangkok until 7 pm. Really hate bamboo airways and won't fly them again since I thought they would be different than vietjet. ",Date of travel: September 2023,"[{'Service Rating': '4.0 of 5 bubbles', 'Service Info': 'Legroom'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Seat comfort'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'In-flight Entertainment'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Customer service'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Value for money'}, {'Service Rating': '2.0 of 5 bubbles', 'Service Info': 'Cleanliness'}, {'Service Rating': '1.0 of 5 bubbles', 'Service Info': 'Check-in and boarding'}, {'Service Rating': '3.0 of 5 bubbles', 'Service Info': 'Food and Beverage'}]"
